Cruise, Station, Type, yyyy-mm-ddThh:mm:ss.sss, Longitude [degrees_east], Latitude [degrees_north], Bot. Depth [m], Pressure [dbar], QF, Nitrate [umol/kg], QF, Phosphate [umol/kg], QF, Silicate [umol/kg], QF, Depth from Pressure [m], QF, Section Latitude, QF, QV:ODV:SAMPLE
SE0902, 21, B, 2009-03-20T06:51:00.000, 202.00000, 32.00000, 5000, 175.00000, 1, 8.62000, 1, 0.63700, 1, 8.03000, 1, 173.707, 1, 32.00000, 1, 1
SE0902, 23, B, 2009-03-20T09:44:00.000, 202.00000, 32.50000, 5000, 0.00000, 1, 0.10000, 1, 0.09500, 1, 3.64000, 1, 0.000, 1, 32.50000, 1, 1
SE0902, 23, B, 2009-03-20T09:44:00.000, 202.00000, 32.50000, 5000, 20.00000, 1, 0.00000, 1, 0.08700, 1, 3.48000, 1, 19.859, 1, 32.50000, 1, 1
SE0902, 23, B, 2009-03-20T09:44:00.000, 202.00000, 32.50000, 5000, 35.00000, 1, 0.01000, 1, 0.09500, 1, 3.67000, 1, 34.752, 1, 32.50000, 1, 1
SE0902, 23, B, 2009-03-20T09:44:00.000, 202.00000, 32.50000, 5000, 50.00000, 1, -0.04000, 1, 0.09500, 1, 3.69000, 1, 49.644, 1, 32.50000, 1, 1
SE0902, 23, B, 2009-03-20T09:44:00.000, 202.00000, 32.50000, 5000, 65.00000, 1, 0.14000, 1, 0.12100, 1, 3.70000, 1, 64.534, 1, 32.50000, 1, 1
SE0902, 23, B, 2009-03-20T09:44:00.000, 202.00000, 32.50000, 5000, 80.00000, 1, 0.10000, 1, 0.12500, 1, 3.72000, 1, 79.424, 1, 32.50000, 1, 1
SE0902, 23, B, 2009-03-20T09:44:00.000, 202.00000, 32.50000, 5000, 100.00000, 1, 1.67000, 1, 0.21700, 1, 4.80000, 1, 99.275, 1, 32.50000, 1, 1
SE0902, 23, B, 2009-03-20T09:44:00.000, 202.00000, 32.50000, 5000, 125.00000, 1, 7.31000, 1, 0.55000, 1, 7.67000, 1, 124.086, 1, 32.50000, 1, 1
SE0902, 23, B, 2009-03-20T09:44:00.000, 202.00000, 32.50000, 5000, 175.00000, 1, 9.23000, 1, 0.67700, 1, 10.00000, 1, 173.700, 1, 32.50000, 1, 1
SE0902, 25, B, 2009-03-20T12:23:00.000, 202.00000, 33.00000, 5000, 0.00000, 1, 0.27000, 1, 0.18700, 1, 4.99000, 1, 0.000, 1, 33.00000, 1, 1
SE0902, 25, B, 2009-03-20T12:23:00.000, 202.00000, 33.00000, 5000, 20.00000, 1, 0.17000, 1, 0.11000, 1, 5.01000, 1, 19.858, 1, 33.00000, 1, 1
SE0902, 25, B, 2009-03-20T12:23:00.000, 202.00000, 33.00000, 5000, 35.00000, 1, 0.25000, 1, 0.12200, 1, 4.87000, 1, 34.750, 1, 33.00000, 1, 1
SE0902, 25, B, 2009-03-20T12:23:00.000, 202.00000, 33.00000, 5000, 50.00000, 1, 0.27000, 1, 0.13400, 1, 5.05000, 1, 49.642, 1, 33.00000, 1, 1
SE0902, 25, B, 2009-03-20T12:23:00.000, 202.00000, 33.00000, 5000, 65.00000, 1, 0.41000, 1, 0.14300, 1, 5.06000, 1, 64.532, 1, 33.00000, 1, 1
SE0902, 25, B, 2009-03-20T12:23:00.000, 202.00000, 33.00000, 5000, 80.00000, 1, 0.98000, 1, 0.20000, 1, 5.58000, 1, 79.421, 1, 33.00000, 1, 1
SE0902, 25, B, 2009-03-20T12:23:00.000, 202.00000, 33.00000, 5000, 100.00000, 1, 0.45000, 1, 0.14500, 1, 5.10000, 1, 99.271, 1, 33.00000, 1, 1
SE0902, 25, B, 2009-03-20T12:23:00.000, 202.00000, 33.00000, 5000, 125.00000, 1, 7.98000, 1, 0.52300, 1, 8.94000, 1, 124.081, 1, 33.00000, 1, 1
SE0902, 25, B, 2009-03-20T12:23:00.000, 202.00000, 33.00000, 5000, 175.00000, 1, 9.75000, 1, 0.66100, 1, 10.82000, 1, 173.693, 1, 33.00000, 1, 1
SE0902, 27, B, 2009-03-20T15:07:00.000, 202.00000, 33.50000, 5000, 0.00000, 1, 0.11000, 1, 0.09700, 1, 3.06000, 1, 0.000, 1, 33.50000, 1, 1
SE0902, 27, B, 2009-03-20T15:07:00.000, 202.00000, 33.50000, 5000, 20.00000, 1, 0.12000, 1, 0.12100, 1, 3.08000, 1, 19.857, 1, 33.50000, 1, 1
SE0902, 27, B, 2009-03-20T15:07:00.000, 202.00000, 33.50000, 5000, 35.00000, 1, 0.20000, 1, 0.09800, 1, 2.95000, 1, 34.749, 1, 33.50000, 1, 1
SE0902, 27, B, 2009-03-20T15:07:00.000, 202.00000, 33.50000, 5000, 50.00000, 1, 0.15000, 1, 0.11100, 1, 3.12000, 1, 49.639, 1, 33.50000, 1, 1
SE0902, 27, B, 2009-03-20T15:07:00.000, 202.00000, 33.50000, 5000, 65.00000, 1, 0.22000, 1, 0.13400, 1, 2.99000, 1, 64.529, 1, 33.50000, 1, 1
SE0902, 27, B, 2009-03-20T15:07:00.000, 202.00000, 33.50000, 5000, 80.00000, 1, 0.17000, 1, 0.13100, 1, 3.16000, 1, 79.417, 1, 33.50000, 1, 1
SE0902, 27, B, 2009-03-20T15:07:00.000, 202.00000, 33.50000, 5000, 100.00000, 1, 0.30000, 1, 0.13600, 1, 2.88000, 1, 99.267, 1, 33.50000, 1, 1
SE0902, 27, B, 2009-03-20T15:07:00.000, 202.00000, 33.50000, 5000, 125.00000, 1, 2.74000, 1, 0.27700, 1, 3.79000, 1, 124.076, 1, 33.50000, 1, 1
SE0902, 27, B, 2009-03-20T15:07:00.000, 202.00000, 33.50000, 5000, 175.00000, 1, 9.02000, 1, 0.67000, 1, 7.82000, 1, 173.685, 1, 33.50000, 1, 1
SE0902, 29, B, 2009-03-20T17:47:00.000, 202.00000, 34.00000, 5000, 0.00000, 1, 0.27000, 1, 0.09400, 1, 3.44000, 1, 0.000, 1, 34.00000, 1, 1
SE0902, 29, B, 2009-03-20T17:47:00.000, 202.00000, 34.00000, 5000, 20.00000, 1, 0.23000, 1, 0.09000, 1, 3.24000, 1, 19.856, 1, 34.00000, 1, 1
SE0902, 29, B, 2009-03-20T17:47:00.000, 202.00000, 34.00000, 5000, 35.00000, 1, 0.20000, 1, 0.09400, 1, 3.58000, 1, 34.747, 1, 34.00000, 1, 1
SE0902, 29, B, 2009-03-20T17:47:00.000, 202.00000, 34.00000, 5000, 50.00000, 1, 0.16000, 1, 0.09500, 1, 3.03000, 1, 49.637, 1, 34.00000, 1, 1
SE0902, 29, B, 2009-03-20T17:47:00.000, 202.00000, 34.00000, 5000, 65.00000, 1, 0.30000, 1, 0.09200, 1, 2.65000, 1, 64.526, 1, 34.00000, 1, 1
SE0902, 29, B, 2009-03-20T17:47:00.000, 202.00000, 34.00000, 5000, 80.00000, 1, 0.32000, 1, 0.09600, 1, 3.52000, 1, 79.414, 1, 34.00000, 1, 1
SE0902, 29, B, 2009-03-20T17:47:00.000, 202.00000, 34.00000, 5000, 100.00000, 1, 0.28000, 1, 0.10400, 1, 3.50000, 1, 99.263, 1, 34.00000, 1, 1
SE0902, 29, B, 2009-03-20T17:47:00.000, 202.00000, 34.00000, 5000, 125.00000, 1, 0.24000, 1, 0.10400, 1, 3.30000, 1, 124.071, 1, 34.00000, 1, 1
SE0902, 29, B, 2009-03-20T17:47:00.000, 202.00000, 34.00000, 5000, 175.00000, 1, 7.00000, 1, 0.53400, 1, 6.82000, 1, 173.678, 1, 34.00000, 1, 1
SE0902, 31, B, 2009-03-20T20:23:00.000, 202.00000, 34.50000, 5000, 0.00000, 1, 0.19000, 1, 0.09100, 1, 1.49000, 1, 0.000, 1, 34.50000, 1, 1
SE0902, 31, B, 2009-03-20T20:23:00.000, 202.00000, 34.50000, 5000, 20.00000, 1, 0.14000, 1, 0.12600, 1, 3.13000, 1, 19.856, 1, 34.50000, 1, 1
SE0902, 31, B, 2009-03-20T20:23:00.000, 202.00000, 34.50000, 5000, 35.00000, 1, , 1, , 1, , 1, 34.746, 1, 34.50000, 1, 1
SE0902, 31, B, 2009-03-20T20:23:00.000, 202.00000, 34.50000, 5000, 50.00000, 1, 0.15000, 1, 0.12300, 1, 3.15000, 1, 49.635, 1, 34.50000, 1, 1
SE0902, 31, B, 2009-03-20T20:23:00.000, 202.00000, 34.50000, 5000, 65.00000, 1, 0.16000, 1, 0.12400, 1, 3.17000, 1, 64.523, 1, 34.50000, 1, 1
SE0902, 31, B, 2009-03-20T20:23:00.000, 202.00000, 34.50000, 5000, 80.00000, 1, 0.23000, 1, 0.11700, 1, 3.19000, 1, 79.411, 1, 34.50000, 1, 1
SE0902, 31, B, 2009-03-20T20:23:00.000, 202.00000, 34.50000, 5000, 100.00000, 1, 0.18000, 1, 0.13600, 1, 3.06000, 1, 99.258, 1, 34.50000, 1, 1
SE0902, 31, B, 2009-03-20T20:23:00.000, 202.00000, 34.50000, 5000, 125.00000, 1, 3.29000, 1, 0.36500, 1, 5.14000, 1, 124.065, 1, 34.50000, 1, 1
SE0902, 31, B, 2009-03-20T20:23:00.000, 202.00000, 34.50000, 5000, 175.00000, 1, 8.65000, 1, 0.65900, 1, 7.79000, 1, 173.671, 1, 34.50000, 1, 1
SE0902, 33, B, 2009-03-20T23:01:00.000, 202.00000, 35.00000, 5000, 0.00000, 1, 0.15000, 1, 0.12600, 1, 3.38000, 1, 0.000, 1, 35.00000, 1, 1
SE0902, 33, B, 2009-03-20T23:01:00.000, 202.00000, 35.00000, 5000, 20.00000, 1, 0.10000, 1, 0.12700, 1, 3.40000, 1, 19.855, 1, 35.00000, 1, 1
SE0902, 33, B, 2009-03-20T23:01:00.000, 202.00000, 35.00000, 5000, 35.00000, 1, 0.11000, 1, 0.13500, 1, 3.27000, 1, 34.744, 1, 35.00000, 1, 1
SE0902, 33, B, 2009-03-20T23:01:00.000, 202.00000, 35.00000, 5000, 50.00000, 1, 0.18000, 1, 0.13200, 1, 3.29000, 1, 49.633, 1, 35.00000, 1, 1
SE0902, 33, B, 2009-03-20T23:01:00.000, 202.00000, 35.00000, 5000, 65.00000, 1, 0.19000, 1, 0.14800, 1, 3.16000, 1, 64.521, 1, 35.00000, 1, 1
SE0902, 33, B, 2009-03-20T23:01:00.000, 202.00000, 35.00000, 5000, 80.00000, 1, 1.60000, 1, 0.25200, 1, 3.63000, 1, 79.407, 1, 35.00000, 1, 1
SE0902, 33, B, 2009-03-20T23:01:00.000, 202.00000, 35.00000, 5000, 100.00000, 1, 6.78000, 1, 0.56100, 1, 6.01000, 1, 99.254, 1, 35.00000, 1, 1
SE0902, 33, B, 2009-03-20T23:01:00.000, 202.00000, 35.00000, 5000, 125.00000, 1, 7.10000, 1, 0.63800, 1, 5.73000, 1, 124.060, 1, 35.00000, 1, 1
SE0902, 33, B, 2009-03-20T23:01:00.000, 202.00000, 35.00000, 5000, 175.00000, 1, 10.39000, 1, 0.80200, 1, 9.73000, 1, 173.663, 1, 35.00000, 1, 1
SE0902, 34, B, 2009-03-21T01:32:00.000, 202.00000, 35.50000, 5000, 0.00000, 1, 0.35000, 1, 0.13500, 1, 5.13000, 1, 0.000, 1, 35.50000, 1, 1
SE0902, 34, B, 2009-03-21T01:32:00.000, 202.00000, 35.50000, 5000, 20.00000, 1, 0.43000, 1, 0.15900, 1, 5.14000, 1, 19.854, 1, 35.50000, 1, 1
SE0902, 34, B, 2009-03-21T01:32:00.000, 202.00000, 35.50000, 5000, 35.00000, 1, 0.27000, 1, 0.16700, 1, 5.16000, 1, 34.743, 1, 35.50000, 1, 1
SE0902, 34, B, 2009-03-21T01:32:00.000, 202.00000, 35.50000, 5000, 50.00000, 1, 0.41000, 1, 0.14600, 1, 5.00000, 1, 49.631, 1, 35.50000, 1, 1
SE0902, 34, B, 2009-03-21T01:32:00.000, 202.00000, 35.50000, 5000, 65.00000, 1, 0.67000, 1, 0.19100, 1, 5.19000, 1, 64.518, 1, 35.50000, 1, 1
SE0902, 34, B, 2009-03-21T01:32:00.000, 202.00000, 35.50000, 5000, 80.00000, 1, 0.87000, 1, 0.20300, 1, 5.39000, 1, 79.404, 1, 35.50000, 1, 1
SE0902, 34, B, 2009-03-21T01:32:00.000, 202.00000, 35.50000, 5000, 100.00000, 1, 8.51000, 1, 0.66200, 1, 9.72000, 1, 99.250, 1, 35.50000, 1, 1
SE0902, 34, B, 2009-03-21T01:32:00.000, 202.00000, 35.50000, 5000, 125.00000, 1, 9.49000, 1, 0.70700, 1, 10.66000, 1, 124.055, 1, 35.50000, 1, 1
SE0902, 34, B, 2009-03-21T01:32:00.000, 202.00000, 35.50000, 5000, 175.00000, 1, 10.88000, 1, 0.78800, 1, 12.88000, 1, 173.655, 1, 35.50000, 1, 1
SE0902, 36, B, 2009-03-21T04:12:00.000, 202.00000, 36.00000, 5000, 0.00000, 1, 0.04000, 1, 0.12000, 1, 3.91000, 1, 0.000, 1, 36.00000, 1, 1
SE0902, 36, B, 2009-03-21T04:12:00.000, 202.00000, 36.00000, 5000, 20.00000, 1, 0.05000, 1, 0.11300, 1, 3.75000, 1, 19.853, 1, 36.00000, 1, 1
SE0902, 36, B, 2009-03-21T04:12:00.000, 202.00000, 36.00000, 5000, 35.00000, 1, 0.06000, 1, 0.10600, 1, 3.76000, 1, 34.741, 1, 36.00000, 1, 1
SE0902, 36, B, 2009-03-21T04:12:00.000, 202.00000, 36.00000, 5000, 50.00000, 1, 0.01000, 1, 0.11400, 1, 3.78000, 1, 49.629, 1, 36.00000, 1, 1
SE0902, 36, B, 2009-03-21T04:12:00.000, 202.00000, 36.00000, 5000, 65.00000, 1, 0.14000, 1, 0.12500, 1, 3.79000, 1, 64.515, 1, 36.00000, 1, 1
SE0902, 36, B, 2009-03-21T04:12:00.000, 202.00000, 36.00000, 5000, 80.00000, 1, 0.44000, 1, 0.14700, 1, 3.98000, 1, 79.400, 1, 36.00000, 1, 1
SE0902, 36, B, 2009-03-21T04:12:00.000, 202.00000, 36.00000, 5000, 100.00000, 1, 2.53000, 1, 0.28000, 1, 5.07000, 1, 99.245, 1, 36.00000, 1, 1
SE0902, 36, B, 2009-03-21T04:12:00.000, 202.00000, 36.00000, 5000, 125.00000, 1, 8.45000, 1, 0.60800, 1, 8.66000, 1, 124.049, 1, 36.00000, 1, 1
SE0902, 36, B, 2009-03-21T04:12:00.000, 202.00000, 36.00000, 5000, 175.00000, 1, 9.91000, 1, 0.72300, 1, 10.65000, 1, 173.648, 1, 36.00000, 1, 1
